Country,Year,Income_per_Person,Total_GDP,Life_expectancy,Population,Health Expenditure per Capita,Total Health Expenditure
Albania,2012,12134.1331805,35310376080.96,78.064,2900401.0,254.419887389,737919695.802943
Andorra,2012,61052.7524139,4690927178.97,,76834.0,2923.1092089868,224594172.96329185
Austria,2012,60924.3137827,513689690000.0,80.9365853658537,8429991.0,4817.02,40607435246.82
Belarus,2012,25083.0459231,237362880000.0,71.9658536585366,9446836.0,344.35,3253017976.6
Belgium,2012,55666.8442725,618320680000.0,80.3853658536585,11106932.0,4563.3384765625,50684690152.16328
Bosnia and Herzegovina,2012,12402.6797757,45519236277.73,77.191,3670113.0,430.68,1580644266.84
Bulgaria,2012,22120.0245494,161852260000.0,74.3146341463415,7305888.0,542.23,3961471650.24
Croatia,2012,27299.5803713,116275840000.0,76.9243902439024,4260368.0,999.1,4256533668.8
Cyprus,2012,38723.1767566,45127874023.96,80.109,1165397.0,1842.03,2146696235.91
Czechia,2012,38831.8082691,408018860000.0,78.0756097560976,10510785.0,1470.3415588388,15454444001.519476
Denmark,2012,59037.3813575,330131740000.0,80.0512195121951,5591572.0,5982.96,33454151613.12
Estonia,2012,32713.641201,43267585268.73,76.3268292682927,1322696.0,1026.9580163552998,1358353260.4010897
Finland,2012,52985.1599916,286860040000.0,80.6268292682927,5413971.0,4435.81,24015346701.51
France,2012,49718.7890532,3184907700000.0,81.9682926829268,65657659.0,4505.2578320361,295804682442.9055
Germany,2012,56117.1120063,4540793100000.0,80.5390243902439,80425823.0,4622.7083496118,371785123506.5008
Greece,2012,30613.5210894,338227360000.0,80.6341463414634,11045011.0,1889.8010791052,20872873706.528805
Hungary,2012,27693.9991038,274631250000.0,75.0634146341463,9920362.0,932.17,9247463845.54
Iceland,2012,54300.5503651,17421842880.11,82.9170731707317,320716.0,3647.2,1169715395.2
Ireland,2012,56672.2484771,260700110000.0,80.8463414634146,4599533.0,5054.0528564441,23246282896.9589
Italy,2012,47199.6460524,2857067100000.0,82.2390243902439,59539717.0,2993.42,178227379662.14
Latvia,2012,26862.4589505,54655245438.38,73.7780487804878,2034319.0,723.62,1472073914.78
Lithuania,2012,31202.1533771,93242299785.41,73.8634146341464,2987773.0,870.09,2599631409.57
Luxembourg,2012,126613.358338,67224982756.95,81.3926829268293,530946.0,5848.13,3105041230.98
North Macedonia,2012,16845.4530662,34150601694.87,74.9024390243903,1929821.0,297.79,574681395.5899999
Moldova,2012,9853.633905899998,34316521627.56,69.143,2860324.0,217.28,621491198.72
Monaco,2012,188776.999207,6552638418.83,,34711.0,7635.0760302698,265021124.08669505
Montenegro,2012,19288.4203374,12219985823.13,76.2,620601.0,519.92,322662871.92
Netherlands,2012,59392.68912739999,1004638700000.0,81.1048780487805,16754962.0,5126.45,85893474944.9
Norway,2012,81916.6432302,411095700000.0,81.4512195121951,5018573.0,8700.9,43666101815.7
Poland,2012,28370.2074826,1085100200000.0,76.7463414634146,38063164.0,790.55,30090834300.2
Portugal,2012,33727.7249462,354584470000.0,80.3731707317073,10514844.0,1920.6,20194809386.4
Romania,2012,26127.3001215,526685750000.0,74.4121951219512,20058035.0,389.94,7821430167.9
Russian Federation,2012,35021.145236799995,5053234400000.0,70.0721951219512,143378447.0,736.23,105559514034.81
San Marino,2012,59861.4029438,2003381572.19,,33469.0,4223.0063037073,141339797.9787796
Serbia,2012,16421.7228155,120282910000.0,74.8365853658537,7201497.0,543.1082336446999,3911192315.267605
Slovakia,2012,29974.3346521,162007460000.0,76.109756097561,5407579.0,1279.43,6918618799.97
Slovenia,2012,36681.7444386,75319396181.70999,80.1243902439024,2057159.0,1915.75,3941002354.25
Spain,2012,39495.6834374,1857016500000.0,82.4268292682927,46773055.0,2512.518581546,117518169803.17303
Sweden,2012,54823.0403219,521887160000.0,81.7048780487805,9519374.0,6066.38,57748140046.12
Switzerland,2012,73293.22288229999,586267030000.0,82.6975609756098,7996861.0,8491.205703125,67902991730.2979
Ukraine,2012,17547.4610394,810869560000.0,70.9441463414634,46210056.0,267.72,12371356192.319998
United Kingdom,2012,47811.9713564,3058080200000.0,80.9048780487805,63700215.0,4114.9678173816,262124334685.28867
