Country,Year,Life_expectancy,Population,Health Expenditure per Capita,Total Health Expenditure
Albania,2006,76.816,2992547.0,161.8094126847,484222272.5013609
Andorra,2006,,79585.0,2075.0971289111,165146605.00438988
Austria,2006,79.8804878048781,8268641.0,3766.5099999999998,31143919012.91
Belarus,2006,69.4048780487805,9604924.0,209.51999999999998,2012423676.4799998
Belgium,2006,79.380487804878,10547958.0,3439.5503759801995,36280232904.72335
Bosnia and Herzegovina,2006,76.247,4063272.0,273.54,1111467422.88
Bulgaria,2006,72.6121951219512,7601022.0,285.18,2167659453.96
Croatia,2006,75.8368292682927,4311159.0,791.52,3412368571.68
Cyprus,2006,78.371,1054418.0,1429.78,1507585768.04
Czechia,2006,76.5243902439024,10238905.0,913.8545007303001,9356869416.799973
Denmark,2006,78.0951219512195,5437272.0,4635.63,25205181201.36
Estonia,2006,72.6914634146341,1346810.0,608.3682635542,819356461.0374321
Finland,2006,79.2146341463415,5266268.0,3312.5499999999997,17444776063.399998
France,2006,80.8121951219512,63622342.0,3697.2052050756997,235224854001.50632
Germany,2006,79.1317073170732,82376451.0,3587.1023901349,295492764272.9305
Greece,2006,79.4390243902439,11020362.0,1991.2892236316,21944728091.119186
Hungary,2006,73.0975609756098,10071370.0,866.2099999999999,8723921407.699999
Iceland,2006,81.1585365853659,303782.0,4767.55,1448295874.1000001
Ireland,2006,79.2414634146342,4273591.0,4022.7183544933996,17191452955.297802
Italy,2006,81.2829268292683,58143979.0,2748.0099999999998,159780235731.78998
Latvia,2006,70.8658536585366,2218357.0,535.4399999999999,1187797072.08
Lithuania,2006,71.0560975609756,3269909.0,519.92,1700091087.28
Luxembourg,2006,79.2878048780488,472637.0,5888.87,2783297850.19
Moldova,2006,68.479,2880967.0,97.0,279453799.0
Monaco,2006,,32057.0,5964.624252930899,191207959.67620584
Netherlands,2006,79.6975609756098,16346101.0,3957.6,64691329317.6
North Macedonia,2006,73.8951219512195,1994287.0,236.68,472007847.16
Norway,2006,80.3439024390244,4660677.0,5716.21,26641408474.170002
Poland,2006,75.1439024390244,38141267.0,508.28,19386443190.76
Portugal,2006,78.419512195122,10522288.0,1802.26,18963898770.88
Romania,2006,72.1634146341463,21193760.0,282.27,5982362635.2
Russian Federation,2006,66.7275609756098,143049637.0,342.40999999999997,48981626205.17
San Marino,2006,,30184.0,3038.2675805658,91707068.65179811
Serbia,2006,73.3853658536585,7411569.0,360.36086120560003,2670839387.7247276
Slovakia,2006,74.2048780487805,5373054.0,707.13,3799447675.02
Slovenia,2006,78.0865853658537,2006868.0,1495.74,3001752742.32
Spain,2006,80.8219512195122,44397319.0,2174.8939306677,96559459631.01775
Sweden,2006,80.7487804878049,9080505.0,3652.0499999999997,33162458285.249996
Switzerland,2006,81.490243902439,7483934.0,5501.8220019507,41175272742.34691
Ukraine,2006,68.0775609756098,47278694.0,143.56,6787329310.64
United Kingdom,2006,79.2487804878049,60846820.0,3741.761027829,227674259743.32614
